,#,disambPosition,Sentence,Unnamed: 3,Unnamed: 4,Unnamed: 5,Ans,Ans.1,Type,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,disambPosition_0idx,surprisal,token,word,word_pos
0,49,13,"In the lobby, Clyde bumped into the chauffeur of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,1.0,,,,,,13,-1,In,In,0
0,49,13,"In the lobby, Clyde bumped into the chauffeur of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,1.0,,,,,,13,1.2387832403182983,the,the,1
0,49,13,"In the lobby, Clyde bumped into the chauffeur of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,1.0,,,,,,13,5.257836937904358,"lobby.,","lobby,",2
0,49,13,"In the lobby, Clyde bumped into the chauffeur of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,1.0,,,,,,13,2.785817861557007,Clyde,Clyde,3
0,49,13,"In the lobby, Clyde bumped into the chauffeur of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,1.0,,,,,,13,12.008796691894531,bumped,bumped,4
0,49,13,"In the lobby, Clyde bumped into the chauffeur of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,1.0,,,,,,13,1.3260287046432495,into,into,5
0,49,13,"In the lobby, Clyde bumped into the chauffeur of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,1.0,,,,,,13,1.1879355907440186,the,the,6
0,49,13,"In the lobby, Clyde bumped into the chauffeur of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,1.0,,,,,,13,10.631102561950684,chauffeur,chauffeur,7
0,49,13,"In the lobby, Clyde bumped into the chauffeur of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,1.0,,,,,,13,3.201185703277588,of,of,8
0,49,13,"In the lobby, Clyde bumped into the chauffeur of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,1.0,,,,,,13,1.3905670642852783,the,the,9
0,49,13,"In the lobby, Clyde bumped into the chauffeur of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,1.0,,,,,,13,1.6691217422485352,CEO,CEO,10
