,Corresponding NP/Z item,Main clause subject number,Condition,disambPosition,Sentence,Question,Option1,Option0,Correct answer,Question target,disambPosition_0idx,surprisal,token,word,word_pos
0,1,plural,UNAGREE,7,"If the supervisor changes, the schedules deserves further inspection by the rest of the staff.",Do the schedules ever deserve closer inspection?,Yes,No,1,Main clause,7,6.635821342468262,further,further,7
0,1,plural,UNAGREE,7,"If the supervisor changes, the schedules deserves further inspection by the rest of the staff.",Do the schedules ever deserve closer inspection?,Yes,No,1,Main clause,7,8.675713539123535,inspection,inspection,8
0,1,plural,UNAGREE,7,"If the supervisor changes, the schedules deserves further inspection by the rest of the staff.",Do the schedules ever deserve closer inspection?,Yes,No,1,Main clause,7,3.30558443069458,by,by,9
1,1,singular,AGREE,7,"If the supervisor changes, the schedule deserves further inspection by the rest of the staff.",Does the schedule ever deserve closer inspection?,Yes,No,1,Main clause,7,6.750265121459961,further,further,7
1,1,singular,AGREE,7,"If the supervisor changes, the schedule deserves further inspection by the rest of the staff.",Does the schedule ever deserve closer inspection?,Yes,No,1,Main clause,7,9.090042114257812,inspection,inspection,8
1,1,singular,AGREE,7,"If the supervisor changes, the schedule deserves further inspection by the rest of the staff.",Does the schedule ever deserve closer inspection?,Yes,No,1,Main clause,7,3.3551650047302246,by,by,9
2,3,plural,UNAGREE,7,"When the magician moves, the cards disappears mysteriously from his assistant\'s hand.",Do the cards ever disappear?,Yes,No,1,Main clause,7,11.512619018554688,mysteriously,mysteriously,7
2,3,plural,UNAGREE,7,"When the magician moves, the cards disappears mysteriously from his assistant\'s hand.",Do the cards ever disappear?,Yes,No,1,Main clause,7,4.2942328453063965,from,from,8
2,3,plural,UNAGREE,7,"When the magician moves, the cards disappears mysteriously from his assistant\'s hand.",Do the cards ever disappear?,Yes,No,1,Main clause,7,3.1129703521728516,his,his,9
3,3,singular,AGREE,7,"When the magician moves, the card disappears mysteriously from his assistant\'s hand.",Does the card ever disappear?,Yes,No,1,Main clause,7,10.536017417907715,mysteriously,mysteriously,7
