,#,disambPosition,Sentence,Unnamed: 3,Unnamed: 4,Unnamed: 5,Ans,Ans.1,Type,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,disambPosition_0idx,surprisal,token,word,word_pos
0,49,13,"In the lobby, Clyde bumped into the chauffeur of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,1.0,,,,,,13,12.051867485046387,reckless,reckless,13
0,49,13,"In the lobby, Clyde bumped into the chauffeur of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,1.0,,,,,,13,2.3703322410583496,and,and,14
0,49,13,"In the lobby, Clyde bumped into the chauffeur of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,1.0,,,,,,13,6.638447284698486,very,very,15
1,49,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,1.0,,,,13,12.051867485046387,reckless,reckless,13
1,49,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,1.0,,,,13,2.3703322410583496,and,and,14
1,49,13,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,1.0,,,,13,6.638447284698486,very,very,15
2,49,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,12.156476020812988,reckless,reckless,13
2,49,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,2.387010097503662,and,and,14
2,49,13,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby,At the company\'s offices,1.0,1.0,Non-ambig,,,,,1.0,,13,6.526957988739014,very,very,15
3,50,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,7.653857231140137,visiting,visiting,12
3,50,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,1.2913113832473755,the,the,13
3,50,12,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,,,1.0,,12,9.961739540100098,resort,resort,14
4,50,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,7.937867164611816,visiting,visiting,12
4,50,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,1.3019585609436035,the,the,13
4,50,12,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,1.0,,,,,,12,9.942654609680176,resort,resort,14
5,50,12,Edwin has been reading about the sisters of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,1.0,,,,12,7.747464656829834,visiting,visiting,12
5,50,12,Edwin has been reading about the sisters of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,1.0,,,,12,1.298082709312439,the,the,13
5,50,12,Edwin has been reading about the sisters of the actor who was visiting the resort in Death Valley.,Where was the resort? ,The desert,The seaside,1.0,1.0,Non-ambig,,,1.0,,,,12,9.950817108154297,resort,resort,14
6,51,12,"From the gallery, Franny observed the nurse of the surgeon who was in charge of the operation currently underway.",Where was Franny?,The gallery,The operating room,1.0,1.0,Non-ambig,,,1.0,,,,12,3.9883275032043457,in,in,12
6,51,12,"From the gallery, Franny observed the nurse of the surgeon who was in charge of the operation currently underway.",Where was Franny?,The gallery,The operating room,1.0,1.0,Non-ambig,,,1.0,,,,12,3.693596363067627,charge,charge,13
6,51,12,"From the gallery, Franny observed the nurse of the surgeon who was in charge of the operation currently underway.",Where was Franny?,The gallery,The operating room,1.0,1.0,Non-ambig,,,1.0,,,,12,0.17755070328712463,of,of,14
7,51,12,"From the gallery, Franny observed the nurse of the surgeons who was in charge of the operation currently underway.",Where was Franny?,The gallery,The operating room,1.0,1.0,Non-ambig,,,,,1.0,,12,3.989839792251587,in,in,12
7,51,12,"From the gallery, Franny observed the nurse of the surgeons who was in charge of the operation currently underway.",Where was Franny?,The gallery,The operating room,1.0,1.0,Non-ambig,,,,,1.0,,12,3.831371784210205,charge,charge,13
7,51,12,"From the gallery, Franny observed the nurse of the surgeons who was in charge of the operation currently underway.",Where was Franny?,The gallery,The operating room,1.0,1.0,Non-ambig,,,,,1.0,,12,0.19328977167606354,of,of,14
8,51,12,"From the gallery, Franny observed the nurses of the surgeon who was in charge of the operation currently underway.",Where was Franny?,The gallery,The operating room,1.0,1.0,Non-ambig,1.0,,,,,,12,3.919314384460449,in,in,12
8,51,12,"From the gallery, Franny observed the nurses of the surgeon who was in charge of the operation currently underway.",Where was Franny?,The gallery,The operating room,1.0,1.0,Non-ambig,1.0,,,,,,12,3.71102237701416,charge,charge,13
8,51,12,"From the gallery, Franny observed the nurses of the surgeon who was in charge of the operation currently underway.",Where was Franny?,The gallery,The operating room,1.0,1.0,Non-ambig,1.0,,,,,,12,0.20646053552627563,of,of,14
9,52,11,Gerald introduced himself to the niece of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,1.0,,,,,11,14.500442504882812,vintage,vintage,11
9,52,11,Gerald introduced himself to the niece of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,1.0,,,,,11,12.767843246459961,yachts,yachts,12
9,52,11,Gerald introduced himself to the niece of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,1.0,,,,,11,5.785218238830566,around,around,13
10,52,11,Gerald introduced himself to the niece of the billionaires who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,1.0,,,11,14.587736129760742,vintage,vintage,11
10,52,11,Gerald introduced himself to the niece of the billionaires who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,1.0,,,11,12.495295524597168,yachts,yachts,12
10,52,11,Gerald introduced himself to the niece of the billionaires who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,1.0,,,11,5.6591668128967285,around,around,13
11,52,11,Gerald introduced himself to the nieces of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,,,1.0,11,14.326723098754883,vintage,vintage,11
11,52,11,Gerald introduced himself to the nieces of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,,,1.0,11,12.546156883239746,yachts,yachts,12
11,52,11,Gerald introduced himself to the nieces of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,,,1.0,11,5.805445671081543,around,around,13
12,53,13,"At the potluck, Marcus chatted with the aunt of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,,,1.0,13,11.578997611999512,sugar,sugar,13
12,53,13,"At the potluck, Marcus chatted with the aunt of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,,,1.0,13,12.306072235107422,cookies,cookies,14
12,53,13,"At the potluck, Marcus chatted with the aunt of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,,,1.0,13,3.772672176361084,with,with,15
13,53,13,"At the potluck, Marcus chatted with the aunt of the nuns who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,1.0,,,,,13,11.207453727722168,sugar,sugar,13
13,53,13,"At the potluck, Marcus chatted with the aunt of the nuns who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,1.0,,,,,13,11.835725784301758,cookies,cookies,14
13,53,13,"At the potluck, Marcus chatted with the aunt of the nuns who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,1.0,,,,,13,3.9526443481445312,with,with,15
14,53,13,"At the potluck, Marcus chatted with the aunts of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,1.0,,,13,11.344649314880371,sugar,sugar,13
14,53,13,"At the potluck, Marcus chatted with the aunts of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,1.0,,,13,11.95716381072998,cookies,cookies,14
14,53,13,"At the potluck, Marcus chatted with the aunts of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,1.0,,,13,3.894848585128784,with,with,15
15,54,13,"During the budget negotiation, Janet charmed the assistant of the executive who decides almost everything in secret.",What was the venue?,A casual party,A business meeting,0.0,0.0,Non-ambig,,,,1.0,,,13,9.895888328552246,almost,almost,13
15,54,13,"During the budget negotiation, Janet charmed the assistant of the executive who decides almost everything in secret.",What was the venue?,A casual party,A business meeting,0.0,0.0,Non-ambig,,,,1.0,,,13,6.853015899658203,everything,everything,14
