,item#_in_Provo,item#here,Sentence,Question,Option1,Option0,Correct answer,surprisal,token,word,word_pos
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,-1,There,There,0
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,2.202662467956543,are,are,1
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,4.658091068267822,now,now,2
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,2.0115928649902344,rumblings,rumblings,3
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,6.251572608947754,that,that,4
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,10.354775428771973,Apple,Apple,5
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,5.879047393798828,might,might,6
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,7.153424263000488,soon,soon,7
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,8.012669563293457,invade,invade,8
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,4.242558002471924,the,the,9
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,13.987521171569824,smart,smart,10
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,11.852757453918457,watch,watch,11
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,5.331707239151001,"space.,","space,",12
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,4.759681701660156,though,though,13
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,1.6844744682312012,the,the,14
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,5.197103023529053,company,company,15
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,2.595604658126831,is,is,16
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,9.898982048034668,maintaining,maintaining,17
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,2.5844383239746094,its,its,18
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,9.034378051757812,customary,customary,19
1,28,74,"A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.",Who hates the bill most?,Construction workers,Farmers,0,-1,A,A,0
1,28,74,"A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.",Who hates the bill most?,Construction workers,Farmers,0,7.418778419494629,bill,bill,1
1,28,74,"A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.",Who hates the bill most?,Construction workers,Farmers,0,3.6802008152008057,was,was,2
1,28,74,"A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.",Who hates the bill most?,Construction workers,Farmers,0,5.1688995361328125,drafted,drafted,3
1,28,74,"A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.",Who hates the bill most?,Construction workers,Farmers,0,2.988466501235962,and,and,4
1,28,74,"A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.",Who hates the bill most?,Construction workers,Farmers,0,5.2348456382751465,introduced,introduced,5
1,28,74,"A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.",Who hates the bill most?,Construction workers,Farmers,0,3.3128228187561035,into,into,6
1,28,74,"A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.",Who hates the bill most?,Construction workers,Farmers,0,7.376198768615723,Parliament,Parliament,7
1,28,74,"A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.",Who hates the bill most?,Construction workers,Farmers,0,8.616485595703125,several,several,8
1,28,74,"A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.",Who hates the bill most?,Construction workers,Farmers,0,1.1918178796768188,times,times,9
1,28,74,"A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.",Who hates the bill most?,Construction workers,Farmers,0,6.931161880493164,but,but,10
1,28,74,"A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.",Who hates the bill most?,Construction workers,Farmers,0,7.1447601318359375,met,met,11
1,28,74,"A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.",Who hates the bill most?,Construction workers,Farmers,0,1.3166314363479614,with,with,12
1,28,74,"A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.",Who hates the bill most?,Construction workers,Farmers,0,4.404341220855713,great,great,13
1,28,74,"A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.",Who hates the bill most?,Construction workers,Farmers,0,2.4620243310928345,"opposition.,","opposition,",14
1,28,74,"A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.",Who hates the bill most?,Construction workers,Farmers,0,6.808166027069092,mostly,mostly,15
1,28,74,"A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.",Who hates the bill most?,Construction workers,Farmers,0,2.576099395751953,from,from,16
2,8,75,"The human body can tolerate only a small range of temperature, especially when the person is engaged in vigorous activity.",At which point are people resistent to a wider range of temperature?,When sleeping,When exercising,0,-1,The,The,0
2,8,75,"The human body can tolerate only a small range of temperature, especially when the person is engaged in vigorous activity.",At which point are people resistent to a wider range of temperature?,When sleeping,When exercising,0,7.338674545288086,human,human,1
2,8,75,"The human body can tolerate only a small range of temperature, especially when the person is engaged in vigorous activity.",At which point are people resistent to a wider range of temperature?,When sleeping,When exercising,0,3.0870230197906494,body,body,2
2,8,75,"The human body can tolerate only a small range of temperature, especially when the person is engaged in vigorous activity.",At which point are people resistent to a wider range of temperature?,When sleeping,When exercising,0,6.155020236968994,can,can,3
2,8,75,"The human body can tolerate only a small range of temperature, especially when the person is engaged in vigorous activity.",At which point are people resistent to a wider range of temperature?,When sleeping,When exercising,0,8.332257270812988,tolerate,tolerate,4
2,8,75,"The human body can tolerate only a small range of temperature, especially when the person is engaged in vigorous activity.",At which point are people resistent to a wider range of temperature?,When sleeping,When exercising,0,6.621108055114746,only,only,5
2,8,75,"The human body can tolerate only a small range of temperature, especially when the person is engaged in vigorous activity.",At which point are people resistent to a wider range of temperature?,When sleeping,When exercising,0,1.8120782375335693,a,a,6
2,8,75,"The human body can tolerate only a small range of temperature, especially when the person is engaged in vigorous activity.",At which point are people resistent to a wider range of temperature?,When sleeping,When exercising,0,2.4193813800811768,small,small,7
2,8,75,"The human body can tolerate only a small range of temperature, especially when the person is engaged in vigorous activity.",At which point are people resistent to a wider range of temperature?,When sleeping,When exercising,0,7.101383686065674,range,range,8
2,8,75,"The human body can tolerate only a small range of temperature, especially when the person is engaged in vigorous activity.",At which point are people resistent to a wider range of temperature?,When sleeping,When exercising,0,0.07652807980775833,of,of,9
2,8,75,"The human body can tolerate only a small range of temperature, especially when the person is engaged in vigorous activity.",At which point are people resistent to a wider range of temperature?,When sleeping,When exercising,0,5.198748230934143,"temperature.,","temperature,",10
2,8,75,"The human body can tolerate only a small range of temperature, especially when the person is engaged in vigorous activity.",At which point are people resistent to a wider range of temperature?,When sleeping,When exercising,0,5.389406681060791,especially,especially,11
2,8,75,"The human body can tolerate only a small range of temperature, especially when the person is engaged in vigorous activity.",At which point are people resistent to a wider range of temperature?,When sleeping,When exercising,0,2.5740854740142822,when,when,12
2,8,75,"The human body can tolerate only a small range of temperature, especially when the person is engaged in vigorous activity.",At which point are people resistent to a wider range of temperature?,When sleeping,When exercising,0,1.611531376838684,the,the,13
2,8,75,"The human body can tolerate only a small range of temperature, especially when the person is engaged in vigorous activity.",At which point are people resistent to a wider range of temperature?,When sleeping,When exercising,0,5.923357009887695,person,person,14
2,8,75,"The human body can tolerate only a small range of temperature, especially when the person is engaged in vigorous activity.",At which point are people resistent to a wider range of temperature?,When sleeping,When exercising,0,1.669832706451416,is,is,15
2,8,75,"The human body can tolerate only a small range of temperature, especially when the person is engaged in vigorous activity.",At which point are people resistent to a wider range of temperature?,When sleeping,When exercising,0,7.418233871459961,engaged,engaged,16
2,8,75,"The human body can tolerate only a small range of temperature, especially when the person is engaged in vigorous activity.",At which point are people resistent to a wider range of temperature?,When sleeping,When exercising,0,1.833138108253479,in,in,17
2,8,75,"The human body can tolerate only a small range of temperature, especially when the person is engaged in vigorous activity.",At which point are people resistent to a wider range of temperature?,When sleeping,When exercising,0,10.033568382263184,vigorous,vigorous,18
3,6,76,"Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea.",Did the man escape Peter\'s attempt to attack?,Yes,No,1,-1,Seeing,Seeing,0
3,6,76,"Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea.",Did the man escape Peter\'s attempt to attack?,Yes,No,1,2.105095386505127,Peter,Peter,1
3,6,76,"Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea.",Did the man escape Peter\'s attempt to attack?,Yes,No,1,9.529783248901367,slowly,slowly,2
3,6,76,"Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea.",Did the man escape Peter\'s attempt to attack?,Yes,No,1,7.06279182434082,advancing,advancing,3
3,6,76,"Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea.",Did the man escape Peter\'s attempt to attack?,Yes,No,1,5.711503982543945,upon,upon,4
3,6,76,"Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea.",Did the man escape Peter\'s attempt to attack?,Yes,No,1,2.8676095008850098,him,him,5
3,6,76,"Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea.",Did the man escape Peter\'s attempt to attack?,Yes,No,1,5.694374084472656,through,through,6
3,6,76,"Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea.",Did the man escape Peter\'s attempt to attack?,Yes,No,1,1.0836687088012695,the,the,7
3,6,76,"Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea.",Did the man escape Peter\'s attempt to attack?,Yes,No,1,4.689640045166016,air,air,8
3,6,76,"Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea.",Did the man escape Peter\'s attempt to attack?,Yes,No,1,4.880557060241699,with,with,9
3,6,76,"Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea.",Did the man escape Peter\'s attempt to attack?,Yes,No,1,12.611562728881836,dagger,dagger,10
3,6,76,"Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea.",Did the man escape Peter\'s attempt to attack?,Yes,No,1,8.23657751083374,"poised.,","poised,",11
3,6,76,"Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea.",Did the man escape Peter\'s attempt to attack?,Yes,No,1,5.415856838226318,he,he,12
3,6,76,"Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea.",Did the man escape Peter\'s attempt to attack?,Yes,No,1,11.352293014526367,sprang,sprang,13
3,6,76,"Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea.",Did the man escape Peter\'s attempt to attack?,Yes,No,1,5.187458038330078,upon,upon,14
3,6,76,"Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea.",Did the man escape Peter\'s attempt to attack?,Yes,No,1,1.1983604431152344,the,the,15
3,6,76,"Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea.",Did the man escape Peter\'s attempt to attack?,Yes,No,1,1.7658007144927979,bulwarks,bulwarks,16
3,6,76,"Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea.",Did the man escape Peter\'s attempt to attack?,Yes,No,1,3.7299463748931885,to,to,17
3,6,76,"Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea.",Did the man escape Peter\'s attempt to attack?,Yes,No,1,8.345125198364258,cast,cast,18
3,6,76,"Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea.",Did the man escape Peter\'s attempt to attack?,Yes,No,1,3.6518051624298096,himself,himself,19
3,6,76,"Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea.",Did the man escape Peter\'s attempt to attack?,Yes,No,1,4.5106964111328125,into,into,20
