,item#_in_Provo,item#here,Sentence,Question,Option1,Option0,Correct answer,surprisal,token,word,word_pos
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,-1,There,There,0
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,1.9070488214492798,are,are,1
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,4.444309234619141,now,now,2
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,2.4584391117095947,rumblings,rumblings,3
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,6.852288722991943,that,that,4
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,8.40316390991211,Apple,Apple,5
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,6.323808670043945,might,might,6
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,8.616092681884766,soon,soon,7
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,8.94970703125,invade,invade,8
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,3.7298688888549805,the,the,9
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,12.943238258361816,smart,smart,10
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,9.150530815124512,watch,watch,11
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,5.078817009925842,"space.,","space,",12
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,4.774192810058594,though,though,13
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,1.8511747121810913,the,the,14
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,5.372666835784912,company,company,15
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,2.714420795440674,is,is,16
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,9.692048072814941,maintaining,maintaining,17
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,2.1936254501342773,its,its,18
0,1,73,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",Which market is Apple rumored to enter?,Smart watches,Self-driving cars,1,9.681153297424316,customary,customary,19
1,28,74,"A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.",Who hates the bill most?,Construction workers,Farmers,0,-1,A,A,0
1,28,74,"A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.",Who hates the bill most?,Construction workers,Farmers,0,7.426865100860596,bill,bill,1
1,28,74,"A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.",Who hates the bill most?,Construction workers,Farmers,0,3.094834089279175,was,was,2
1,28,74,"A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.",Who hates the bill most?,Construction workers,Farmers,0,4.194901466369629,drafted,drafted,3
1,28,74,"A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.",Who hates the bill most?,Construction workers,Farmers,0,3.3359389305114746,and,and,4
1,28,74,"A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.",Who hates the bill most?,Construction workers,Farmers,0,3.685364246368408,introduced,introduced,5
1,28,74,"A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.",Who hates the bill most?,Construction workers,Farmers,0,2.787520408630371,into,into,6
1,28,74,"A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.",Who hates the bill most?,Construction workers,Farmers,0,4.937565326690674,Parliament,Parliament,7
1,28,74,"A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.",Who hates the bill most?,Construction workers,Farmers,0,8.080300331115723,several,several,8
1,28,74,"A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.",Who hates the bill most?,Construction workers,Farmers,0,1.4755598306655884,times,times,9
1,28,74,"A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.",Who hates the bill most?,Construction workers,Farmers,0,6.377037525177002,but,but,10
