0	0	The	The	2.025912284851074	2.025912284851074
0	1	suspect	suspect	11.711678504943848	11.7116785
0	2	showed	showed	7.322498321533203	7.3224983
0	3	the	the	2.8676071166992188	2.867607
0	4	file	file	9.981273651123047	9.981274
0	5	deserved	<unked>	7.876491546630859	7.8764915
0	6	further	further	9.55963134765625	9.559631
0	7	investigation	investigation	11.056861877441406	11.056862
0	8	during	during	6.4276580810546875	6.427658
0	9	the	the	0.50531005859375	0.50531006
0	10	murder	murder	9.542526245117188	9.542526
0	11	trial	trial	6.4427032470703125	6.4427032
0	12	.	.	2.3766021728515625	2.3766022
1	0	Because	Because	6.169466018676758	6.169466018676758
1	1	the	the	1.5873680114746094	1.587368
1	2	suspect	suspect	13.020069122314453	13.020069
1	3	changed	changed	10.90324592590332	10.903246
1	4	the	the	2.9212570190429688	2.921257
1	5	file	file	10.235984802246094	10.235985
1	6	deserved	<unked>	9.00442123413086	9.004421
1	7	further	further	7.381904602050781	7.3819046
1	8	investigation	investigation	11.529098510742188	11.5290985
1	9	during	during	6.785209655761719	6.7852097
1	10	the	the	0.48024749755859375	0.4802475
1	11	jury	jury	8.676521301269531	8.676521
1	12	discussions	discussions	11.859573364257812	11.859573
1	13	.	.	1.6410369873046875	1.641037
2	0	The	The	2.025912284851074	2.025912284851074
2	1	suspect	suspect	11.711678504943848	11.7116785
2	2	sent	sent	8.306894302368164	8.306894
2	3	the	the	1.2707061767578125	1.2707062
2	4	file	file	10.431760787963867	10.431761
2	5	deserved	<unked>	7.524116516113281	7.5241165
2	6	further	further	8.546669006347656	8.546669
2	7	investigation	investigation	9.37265396118164	9.372654
2	8	given	given	7.4383544921875	7.4383545
2	9	the	the	2.1963424682617188	2.1963425
2	10	new	new	4.414680480957031	4.4146805
2	11	evidence	evidence	8.92559814453125	8.925598
2	12	.	.	1.1342697143554688	1.1342697
3	0	The	The	2.025912284851074	2.025912284851074
3	1	corrupt	corrupt	16.19979476928711	16.199795
3	2	politician	politician	10.901863098144531	10.901863
3	3	mentioned	mentioned	7.97077751159668	7.9707775
3	4	the	the	2.578563690185547	2.5785637
3	5	bill	bill	5.282623291015625	5.2826233
3	6	received	received	10.944236755371094	10.944237
3	7	unwelcome	unwelcome	14.080894470214844	14.080894
3	8	attention	attention	6.93780517578125	6.937805
3	9	from	from	2.78009033203125	2.7800903
3	10	southern	southern	8.572502136230469	8.572502
3	11	voters	voters	9.270751953125	9.270752
3	12	.	.	1.44061279296875	1.4406128
4	0	After	After	5.5502238273620605	5.5502238273620605
4	1	the	the	1.6755943298339844	1.6755943
4	2	corrupt	corrupt	14.175352096557617	14.175352
4	3	politician	politician	12.650533676147461	12.650534
4	4	signed	signed	7.195301055908203	7.195301
4	5	the	the	5.405048370361328	5.4050484
4	6	bill	bill	4.581062316894531	4.5810623
4	7	received	received	11.49481201171875	11.494812
4	8	unwelcome	unwelcome	14.606201171875	14.606201
4	9	attention	attention	6.939781188964844	6.939781
4	10	from	from	2.7398300170898438	2.73983
4	11	southern	southern	8.487060546875	8.487061
4	12	voters	voters	9.255157470703125	9.255157
4	13	.	.	1.4036026000976562	1.4036026
5	0	The	The	2.025912284851074	2.025912284851074
5	1	corrupt	corrupt	16.19979476928711	16.199795
5	2	politician	politician	10.901863098144531	10.901863
5	3	handed	handed	8.966142654418945	8.966143
5	4	the	the	3.4135093688964844	3.4135094
5	5	bill	bill	5.355846405029297	5.3558464
5	6	received	received	10.662715911865234	10.662716
5	7	unwelcome	unwelcome	11.527362823486328	11.527363
5	8	attention	attention	6.891357421875	6.8913574
5	9	from	from	2.1999664306640625	2.1999664
5	10	southern	southern	8.471115112304688	8.471115
5	11	voters	voters	9.3553466796875	9.355347
5	12	.	.	1.256683349609375	1.2566833
6	0	The	The	2.025912284851074	2.025912284851074
6	1	woman	woman	8.570880889892578	8.570881
6	2	maintained	maintained	9.151360511779785	9.1513605
6	3	the	the	1.9268169403076172	1.9268169
6	4	mail	mail	8.073860168457031	8.07386
6	5	disappeared	disappeared	13.273752212524414	13.273752
6	6	mysteriously	mysteriously	13.690238952636719	13.690239
6	7	from	from	3.298755645751953	3.2987556
6	8	her	her	4.840831756591797	4.8408318
6	9	front	front	7.528465270996094	7.5284653
6	10	porch	porch	9.967147827148438	9.967148
6	11	.	.	1.76190185546875	1.7619019
7	0	After	After	5.5502238273620605	5.5502238273620605
7	1	the	the	1.6755943298339844	1.6755943
7	2	woman	woman	10.340202331542969	10.340202
7	3	moved	moved	7.663057327270508	7.6630573
7	4	the	the	3.4112815856933594	3.4112816
7	5	mail	mail	8.559507369995117	8.559507
7	6	disappeared	disappeared	14.776546478271484	14.7765465
7	7	mysteriously	mysteriously	13.129764556884766	13.129765
7	8	from	from	3.2400436401367188	3.2400436
7	9	the	the	1.5191650390625	1.519165
7	10	delivery	delivery	11.292617797851562	11.292618
7	11	system	system	4.4250030517578125	4.425003
7	12	.	.	1.2140731811523438	1.2140732
8	0	The	The	2.025912284851074	2.025912284851074
8	1	woman	woman	8.570880889892578	8.570881
8	2	brought	brought	6.7699174880981445	6.7699175
8	3	the	the	1.857370376586914	1.8573704
8	4	mail	mail	8.180452346801758	8.180452
8	5	disappeared	disappeared	15.083858489990234	15.0838585
8	6	mysteriously	mysteriously	13.640640258789062	13.64064
8	7	after	after	4.055393218994141	4.055393
8	8	reading	reading	12.10833740234375	12.108337
8	9	the	the	5.6676788330078125	5.667679
8	10	bad	bad	9.276214599609375	9.276215
8	11	news	news	5.2572021484375	5.257202
8	12	in	in	3.5227279663085938	3.522728
8	13	it	it	6.300331115722656	6.300331
8	14	.	.	0.7194900512695312	0.71949005
9	0	The	The	2.025912284851074	2.025912284851074
9	1	boy	boy	11.280153274536133	11.280153
9	2	found	found	6.792309761047363	6.7923098
9	3	the	the	2.372579574584961	2.3725796
9	4	chicken	chicken	12.749324798583984	12.749325
9	5	stayed	stayed	11.241008758544922	11.241009
9	6	surprisingly	surprisingly	8.802539825439453	8.80254
9	7	happy	happy	7.796871185302734	7.796871
9	8	in	in	2.8594894409179688	2.8594894
9	9	the	the	1.2909317016601562	1.2909317
9	10	new	new	5.225654602050781	5.2256546
9	11	barn	barn	11.382232666015625	11.382233
9	12	.	.	1.3813323974609375	1.3813324
10	0	Although	Although	5.385141849517822	5.385141849517822
10	1	the	the	1.4481563568115234	1.4481564
10	2	boy	boy	11.517339706420898	11.51734
10	3	attacked	attacked	11.654518127441406	11.654518
10	4	the	the	1.765045166015625	1.7650452
10	5	chicken	chicken	12.439336776733398	12.439337
10	6	stayed	stayed	14.827239990234375	14.82724
10	7	surprisingly	surprisingly	9.79641342163086	9.796413
10	8	happy	happy	8.061439514160156	8.0614395
10	9	as	as	4.653602600097656	4.6536026
10	10	if	if	6.9793701171875	6.97937
10	11	nothing	nothing	6.557807922363281	6.557808
10	12	happened	happened	6.6025848388671875	6.602585
10	13	.	.	8.111030578613281	8.111031
11	0	The	The	2.025912284851074	2.025912284851074
11	1	boy	boy	11.280153274536133	11.280153
11	2	fed	fed	12.513066291809082	12.513066
11	3	the	the	1.9069938659667969	1.9069939
11	4	chicken	chicken	12.297239303588867	12.297239
11	5	stayed	stayed	13.447914123535156	13.447914
11	6	surprisingly	surprisingly	9.548267364501953	9.548267
11	7	happy	happy	8.038818359375	8.038818
11	8	despite	despite	6.893424987792969	6.893425
11	9	having	having	11.970672607421875	11.970673
11	10	a	a	5.053947448730469	5.0539474
11	11	mild	mild	7.892707824707031	7.892708
11	12	allergic	<unk>	3.6532745361328125	3.6532745
11	13	reaction	reaction	8.542762756347656	8.542763
11	14	.	.	2.12689208984375	2.126892
12	0	The	The	2.025912284851074	2.025912284851074
12	1	new	new	4.246129989624023	4.24613
12	2	doctor	doctor	9.746621131896973	9.746621
12	3	demonstrated	demonstrated	9.551284790039062	9.551285
12	4	the	the	2.237895965576172	2.237896
12	5	operation	operation	9.05882453918457	9.058825
12	6	appeared	appeared	16.739585876464844	16.739586
12	7	increasingly	increasingly	10.21615982055664	10.21616
12	8	likely	likely	5.526592254638672	5.5265923
12	9	to	to	4.3860321044921875	4.386032
12	10	succeed	succeed	12.342849731445312	12.34285
12	11	.	.	1.9010467529296875	1.9010468
13	0	After	After	5.5502238273620605	5.5502238273620605
13	1	the	the	1.6755943298339844	1.6755943
13	2	new	new	5.3661980628967285	5.366198
13	3	doctor	doctor	9.674158096313477	9.674158
13	4	left	left	7.461729049682617	7.461729
13	5	the	the	2.065296173095703	2.0652962
